,Symbol,Description,OrderID,Quantity,Action,Exchange,Side,Price,News
1884,INTC,Intel Corp,2249,124000,M,2,S,31.44,0
1885,INTU,Intuit Inc,1250,990000,M,1,S,117.64,0
1886,ISRG,Intuitive Surgical Inc,3151,718000,M,3,B,697.12,0
1887,AAL,American Airlines Group Inc,2201,854000,M,2,S,40.73,0
1888,AAPL,Apple Inc,1202,215000,M,1,S,129.14,50
1889,ADBE,Adobe Systems Inc,1103,395000,M,1,B,106.48,0
1890,ADI,Analog Devices Inc,1104,406000,M,1,B,76.29,100
1891,ADP,Automatic Data Processing Inc,3105,999000,M,3,B,95.34,0
1892,ADSK,Autodesk Inc,3106,815000,M,3,B,81.16,0
1893,AKAM,Akamai Technologies Inc,2107,462000,M,2,B,68.88,0
1894,ALXN,Alexion Pharmaceuticals Inc,2108,614000,M,2,B,141.18,0
1895,AMAT,Applied Materials Inc,2109,493000,M,2,B,35.03,0
1896,AMGN,Amgen Inc,3110,868000,M,3,B,159.57,0
1897,AMZN,Amazon.com Inc,1211,101000,M,1,S,832.41,0
1898,ATVI,Activision Blizzard Inc,1212,774000,M,1,S,36.16,0
1899,AVGO,Broadcom Ltd,1213,377000,M,1,S,208.58,100
1900,BBBY,Bed Bath & Beyond Inc,3114,833000,M,3,B,41.85,0
1901,BIDU,Baidu Inc,3215,243000,M,3,S,173.8,0
1902,BIIB,Biogen Inc,1216,350000,M,1,S,282.08,50
1903,BMRN,Biomarin Pharmaceutical Inc,2217,763000,M,2,S,88.85,0
1904,CA,CA Inc,2118,150000,M,2,B,31.1,0
1905,CELG,Celgene Corp,3119,457000,M,3,B,117.3,100
1906,CERN,Cerner Corp,3120,480000,M,3,B,53.9,0
1907,CHKP,Check Point Software Technologies Ltd,3221,774000,M,3,S,98.22,0
1908,CHTR,Charter Communications Inc,2122,439000,M,2,B,326.82,0
1909,CMCSA,Comcast Corp,1123,250000,M,1,B,75.84,0
1910,COST,Costco Wholesale Corp,1124,396000,M,1,B,162.01,50
1911,CSCO,Cisco Systems Inc,2125,387000,M,2,B,30.6,0
1912,CSX,CSX Corp,1226,179000,M,1,S,47.53,0
1913,CTRP,Ctrip.Com International Ltd,2127,740000,M,2,B,42.97,0
1914,CTSH,Cognizant Technology Solutions Corp,1128,582000,M,1,B,52.61,0
1915,CTXS,Citrix Systems Inc,3229,605000,M,3,S,71.4,100
1916,DISCA,Discovery Communications Inc,3230,977000,M,3,S,37.17,0
1917,DISCK,Discovery Communications Inc,3231,219000,M,3,S,27.09,0
1918,DISH,DISH Network Corp,1232,457000,M,1,S,66.43,100
1919,DLTR,Dollar Tree Inc,3233,361000,M,3,S,72.13,0
1920,EA,Electronic Arts,2134,899000,M,2,B,83.03,100
1921,EBAY,eBay Inc,2135,460000,M,2,B,28.08,0
1922,ESRX,Express Scripts Holding Co,2136,672000,M,2,B,71.09,0
1923,EXPE,Expedia Inc,1237,374000,M,1,S,115.01,0
1924,FAST,Fastenal Co,2138,958000,M,2,B,49.64,0
1925,FB,Facebook,2239,399000,M,2,S,133.48,0
1926,FISV,Fiserv Inc,1140,386000,M,1,B,105.3,0
1927,FOX,21st Century Fox Class B,2141,517000,M,2,B,31.47,100
1928,FOXA,21st Century Fox Class A,1142,850000,M,1,B,23.8,50
1929,GILD,Gilead Sciences Inc,2243,924000,M,2,S,73.04,100
1930,GOOG,Alphabet Class C,1144,477000,M,1,B,795.75,0
1931,GOOGL,Alphabet Class A,2145,905000,M,2,B,815.15,0
1932,HSIC,Henry Schein Inc,2146,846000,M,2,B,159.8,100
1933,ILMN,Illumina Inc,3247,801000,M,3,S,162.78,0
1934,INCY,Incyte Corp,2148,497000,M,2,B,124.35,0
1935,INTC,Intel Corp,1149,321000,M,1,B,36.33,50
1936,INTU,Intuit Inc,1150,242000,M,1,B,117.64,0
1937,ISRG,Intuitive Surgical Inc,1151,684000,M,1,B,697.13,100
1938,AAL,American Airlines Group Inc,2201,369000,M,2,S,44.07,100
1939,AAPL,Apple Inc,2202,733000,M,2,S,125.19,100
1940,ADBE,Adobe Systems Inc,1203,861000,M,1,S,113.64,100
1941,ADI,Analog Devices Inc,3104,693000,M,3,B,73.27,50
1942,ADP,Automatic Data Processing Inc,1105,658000,M,1,B,95.39,0
1943,ADSK,Autodesk Inc,3206,633000,M,3,S,81.18,0
1944,AKAM,Akamai Technologies Inc,1107,772000,M,1,B,68.89,100
1945,ALXN,Alexion Pharmaceuticals Inc,1208,732000,M,1,S,132.32,50
1946,AMAT,Applied Materials Inc,1109,899000,M,1,B,35.05,100
1947,AMGN,Amgen Inc,1110,620000,M,1,B,159.53,0
1948,AMZN,Amazon.com Inc,1111,107000,M,1,B,832.28,100
1949,ATVI,Activision Blizzard Inc,1112,469000,M,1,B,40.62,0
1950,AVGO,Broadcom Ltd,3213,764000,M,3,S,213.61,0
1951,BBBY,Bed Bath & Beyond Inc,2214,241000,M,2,S,40.03,0
1952,BIDU,Baidu Inc,1115,768000,M,1,B,173.74,100
1953,BIIB,Biogen Inc,3116,213000,M,3,B,285.4,0
1954,BMRN,Biomarin Pharmaceutical Inc,3217,419000,M,3,S,88.94,0
1955,CA,CA Inc,2118,484000,M,2,B,31.07,0
1956,CELG,Celgene Corp,2219,801000,M,2,S,121.49,100
1957,CERN,Cerner Corp,2120,167000,M,2,B,53.85,100
1958,CHKP,Check Point Software Technologies Ltd,2121,903000,M,2,B,98.09,100
1959,CHTR,Charter Communications Inc,1122,246000,M,1,B,326.85,0
1960,CMCSA,Comcast Corp,2123,294000,M,2,B,75.85,0
1961,COST,Costco Wholesale Corp,1224,174000,M,1,S,165.62,0
1962,CSCO,Cisco Systems Inc,3125,597000,M,3,B,30.63,0
1963,CSX,CSX Corp,1226,675000,M,1,S,47.59,0
1964,CTRP,Ctrip.Com International Ltd,3127,986000,M,3,B,43.02,0
1965,CTSH,Cognizant Technology Solutions Corp,3228,654000,M,3,S,52.7,50
1966,CTXS,Citrix Systems Inc,1129,926000,M,1,B,64.31,0
1967,DISCA,Discovery Communications Inc,2230,363000,M,2,S,28.2,0
1968,DISCK,Discovery Communications Inc,2131,661000,M,2,B,27.41,0
1969,DISH,DISH Network Corp,3232,310000,M,3,S,71.41,0
1970,DLTR,Dollar Tree Inc,1133,349000,M,1,B,76.46,0
1971,EA,Electronic Arts,3134,467000,M,3,B,86.08,0
1972,EBAY,eBay Inc,1135,607000,M,1,B,32.09,0
1973,ESRX,Express Scripts Holding Co,2136,718000,M,2,B,69.09,0
1974,EXPE,Expedia Inc,3137,751000,M,3,B,120.84,0
1975,FAST,Fastenal Co,3238,708000,M,3,S,49.78,50
1976,FB,Facebook,2139,182000,M,2,B,133.32,50
1977,FISV,Fiserv Inc,2240,267000,M,2,S,105.35,0
1978,FOX,21st Century Fox Class B,2241,227000,M,2,S,24.5,100
1979,FOXA,21st Century Fox Class A,1142,955000,M,1,B,27.77,0
1980,GILD,Gilead Sciences Inc,3243,378000,M,3,S,78.94,0
1981,GOOG,Alphabet Class C,1144,165000,M,1,B,795.78,0
1982,GOOGL,Alphabet Class A,3145,402000,M,3,B,815.15,0
1983,HSIC,Henry Schein Inc,2246,493000,M,2,S,160.85,100
1984,ILMN,Illumina Inc,3247,480000,M,3,S,161.83,0
1985,INCY,Incyte Corp,1148,503000,M,1,B,124.37,0
1986,INTC,Intel Corp,2149,604000,M,2,B,33.81,0
1987,INTU,Intuit Inc,1250,946000,M,1,S,117.66,100
1988,ISRG,Intuitive Surgical Inc,2151,782000,M,2,B,694.17,0
1989,AAL,American Airlines Group Inc,2101,186000,M,2,B,37.09,0
1990,AAPL,Apple Inc,2102,993000,M,2,B,121.05,0
1991,ADBE,Adobe Systems Inc,2203,892000,M,2,S,106.49,0
1992,ADI,Analog Devices Inc,2204,299000,M,2,S,74.78,0
1993,ADP,Automatic Data Processing Inc,2105,318000,M,2,B,95.35,0
1994,ADSK,Autodesk Inc,3206,781000,M,3,S,81.25,0
1995,AKAM,Akamai Technologies Inc,2207,976000,M,2,S,74.99,0
1996,ALXN,Alexion Pharmaceuticals Inc,3108,218000,M,3,B,136.68,100
1997,AMAT,Applied Materials Inc,2109,431000,M,2,B,28.01,50
1998,AMGN,Amgen Inc,1210,458000,M,1,S,159.59,50
1999,AMZN,Amazon.com Inc,2111,504000,M,2,B,826.32,0
2000,ATVI,Activision Blizzard Inc,1212,283000,M,1,S,40.6,0
2001,AVGO,Broadcom Ltd,3113,614000,M,3,B,203.56,0
2002,BBBY,Bed Bath & Beyond Inc,3214,545000,M,3,S,40.05,0
2003,BIDU,Baidu Inc,2115,213000,M,2,B,171.76,0
2004,BIIB,Biogen Inc,1216,334000,M,1,S,282.07,0
2005,BMRN,Biomarin Pharmaceutical Inc,3217,323000,M,3,S,88.91,50
2006,CA,CA Inc,1218,264000,M,1,S,31.2,0
2007,CELG,Celgene Corp,2119,373000,M,2,B,121.29,0
2008,CERN,Cerner Corp,3120,857000,M,3,B,61.81,0
2009,CHKP,Check Point Software Technologies Ltd,2221,642000,M,2,S,101.19,0
2010,CHTR,Charter Communications Inc,1222,293000,M,1,S,326.93,0
2011,CMCSA,Comcast Corp,3123,378000,M,3,B,75.8,100
2012,COST,Costco Wholesale Corp,3224,566000,M,3,S,162.0,50
2013,CSCO,Cisco Systems Inc,1125,999000,M,1,B,30.62,100
2014,CSX,CSX Corp,1226,191000,M,1,S,47.53,0
2015,CTRP,Ctrip.Com International Ltd,2227,215000,M,2,S,43.21,0
2016,CTSH,Cognizant Technology Solutions Corp,3228,863000,M,3,S,49.28,50
2017,CTXS,Citrix Systems Inc,1229,627000,M,1,S,71.43,50
2018,DISCA,Discovery Communications Inc,3130,907000,M,3,B,28.13,100
2019,DISCK,Discovery Communications Inc,2231,253000,M,2,S,27.56,0
2020,DISH,DISH Network Corp,3232,401000,M,3,S,61.42,0
2021,DLTR,Dollar Tree Inc,1133,519000,M,1,B,76.51,0
2022,EA,Electronic Arts,2134,156000,M,2,B,83.09,0
2023,EBAY,eBay Inc,3135,254000,M,3,B,32.11,0
2024,ESRX,Express Scripts Holding Co,3236,678000,M,3,S,69.33,100
2025,EXPE,Expedia Inc,2237,717000,M,2,S,120.88,100
2026,FAST,Fastenal Co,1238,234000,M,1,S,52.72,100
2027,FB,Facebook,2239,193000,M,2,S,133.49,0
2028,FISV,Fiserv Inc,2240,565000,M,2,S,105.42,100
2029,FOX,21st Century Fox Class B,2141,262000,M,2,B,24.48,0
2030,FOXA,21st Century Fox Class A,3142,837000,M,3,B,31.82,0
2031,GILD,Gilead Sciences Inc,2243,835000,M,2,S,72.99,100
2032,GOOG,Alphabet Class C,3144,157000,M,3,B,795.82,50
2033,GOOGL,Alphabet Class A,1145,561000,M,1,B,815.18,50
2034,HSIC,Henry Schein Inc,1146,592000,M,1,B,160.86,0
2035,ILMN,Illumina Inc,1147,144000,M,1,B,161.81,0
2036,INCY,Incyte Corp,2148,613000,M,2,B,124.4,0
2037,INTC,Intel Corp,1249,764000,M,1,S,36.31,0
2038,INTU,Intuit Inc,1250,207000,M,1,S,124.79,0
2039,ISRG,Intuitive Surgical Inc,1251,945000,M,1,S,697.28,0
2040,AAL,American Airlines Group Inc,1101,455000,M,1,B,44.1,0
2041,AAPL,Apple Inc,3102,496000,M,3,B,129.04,0
2042,ADBE,Adobe Systems Inc,3203,298000,M,3,S,113.54,0
2043,ADI,Analog Devices Inc,2204,284000,M,2,S,76.31,0
2044,ADP,Automatic Data Processing Inc,3105,961000,M,3,B,95.35,0
2045,ADSK,Autodesk Inc,1106,261000,M,1,B,81.1,0
2046,AKAM,Akamai Technologies Inc,2107,572000,M,2,B,68.81,0
2047,ALXN,Alexion Pharmaceuticals Inc,2208,129000,M,2,S,141.22,0
2048,AMAT,Applied Materials Inc,2109,581000,M,2,B,31.55,50
2049,AMGN,Amgen Inc,3210,702000,M,3,S,160.2,0
2050,AMZN,Amazon.com Inc,3111,859000,M,3,B,832.34,0
2051,ATVI,Activision Blizzard Inc,3212,607000,M,3,S,40.75,50
2052,AVGO,Broadcom Ltd,2213,675000,M,2,S,203.6,100
2053,BBBY,Bed Bath & Beyond Inc,3214,654000,M,3,S,40.1,0
2054,BIDU,Baidu Inc,2115,673000,M,2,B,173.79,0
2055,BIIB,Biogen Inc,2216,195000,M,2,S,281.91,0
2056,BMRN,Biomarin Pharmaceutical Inc,2217,793000,M,2,S,88.8,0
2057,CA,CA Inc,2218,168000,M,2,S,31.11,0
2058,CELG,Celgene Corp,1219,574000,M,1,S,117.35,0
2059,CERN,Cerner Corp,3120,766000,M,3,B,53.82,0
2060,CHKP,Check Point Software Technologies Ltd,3121,168000,M,3,B,98.06,0
2061,CHTR,Charter Communications Inc,1222,908000,M,1,S,327.06,0
2062,CMCSA,Comcast Corp,1223,468000,M,1,S,82.0,0
2063,COST,Costco Wholesale Corp,1224,244000,M,1,S,165.46,0
2064,CSCO,Cisco Systems Inc,3225,536000,M,3,S,37.8,0
2065,CSX,CSX Corp,1126,469000,M,1,B,47.44,0
2066,CTRP,Ctrip.Com International Ltd,3127,765000,M,3,B,43.09,50
2067,CTSH,Cognizant Technology Solutions Corp,1128,847000,M,1,B,49.12,100
2068,CTXS,Citrix Systems Inc,1229,155000,M,1,S,67.77,0
2069,DISCA,Discovery Communications Inc,3130,323000,M,3,B,37.17,0
2070,DISCK,Discovery Communications Inc,1131,149000,M,1,B,27.42,0
2071,DISH,DISH Network Corp,3232,579000,M,3,S,61.37,0
2072,DLTR,Dollar Tree Inc,2233,417000,M,2,S,76.57,0
2073,EA,Electronic Arts,2134,737000,M,2,B,83.07,0
2074,EBAY,eBay Inc,2135,866000,M,2,B,32.16,0
2075,ESRX,Express Scripts Holding Co,1236,113000,M,1,S,71.17,0
2076,EXPE,Expedia Inc,2137,279000,M,2,B,114.88,0
2077,FAST,Fastenal Co,1238,235000,M,1,S,55.82,0
2078,FB,Facebook,1239,341000,M,1,S,133.39,0
2079,FISV,Fiserv Inc,1240,318000,M,1,S,99.44,0
2080,FOX,21st Century Fox Class B,1141,490000,M,1,B,31.47,100
2081,FOXA,21st Century Fox Class A,2142,887000,M,2,B,31.84,100
2082,GILD,Gilead Sciences Inc,2243,964000,M,2,S,78.9,0
2083,GOOG,Alphabet Class C,3144,899000,M,3,B,792.8,0
2084,GOOGL,Alphabet Class A,2145,830000,M,2,B,815.68,100
2085,HSIC,Henry Schein Inc,1146,816000,M,1,B,159.88,0
2086,ILMN,Illumina Inc,2147,792000,M,2,B,161.76,0
2087,INCY,Incyte Corp,2248,732000,M,2,S,124.57,100
2088,INTC,Intel Corp,3149,101000,M,3,B,36.25,0
2089,INTU,Intuit Inc,1150,984000,M,1,B,117.64,0
2090,ISRG,Intuitive Surgical Inc,3151,811000,M,3,B,697.22,50
2091,AAL,American Airlines Group Inc,1201,338000,M,1,S,44.27,0
2092,AAPL,Apple Inc,1102,984000,M,1,B,129.04,0
2093,ADBE,Adobe Systems Inc,1103,964000,M,1,B,113.39,50
2094,ADI,Analog Devices Inc,2204,512000,M,2,S,76.36,100
2095,ADP,Automatic Data Processing Inc,2105,143000,M,2,B,95.34,100
2096,ADSK,Autodesk Inc,1206,474000,M,1,S,81.32,100
2097,AKAM,Akamai Technologies Inc,2207,186000,M,2,S,68.84,0
2098,ALXN,Alexion Pharmaceuticals Inc,1208,895000,M,1,S,132.27,0
2099,AMAT,Applied Materials Inc,1209,408000,M,1,S,31.54,50
2100,AMGN,Amgen Inc,2210,137000,M,2,S,159.7,50
2101,AMZN,Amazon.com Inc,3211,604000,M,3,S,832.48,0
2102,ATVI,Activision Blizzard Inc,3212,153000,M,3,S,36.09,0
2103,AVGO,Broadcom Ltd,2113,211000,M,2,B,213.62,0
2104,BBBY,Bed Bath & Beyond Inc,3214,311000,M,3,S,39.93,0
2105,BIDU,Baidu Inc,3115,100000,M,3,B,173.75,0
2106,BIIB,Biogen Inc,3216,125000,M,3,S,281.91,0
2107,BMRN,Biomarin Pharmaceutical Inc,1217,975000,M,1,S,88.87,100
2108,CA,CA Inc,1218,883000,M,1,S,31.1,0
2109,CELG,Celgene Corp,3219,422000,M,3,S,117.22,0
2110,CERN,Cerner Corp,1120,233000,M,1,B,53.83,0
2111,CHKP,Check Point Software Technologies Ltd,1121,175000,M,1,B,98.04,0
2112,CHTR,Charter Communications Inc,3222,473000,M,3,S,327.08,0
2113,CMCSA,Comcast Corp,1123,253000,M,1,B,75.75,0
2114,COST,Costco Wholesale Corp,3224,579000,M,3,S,161.97,50
2115,CSCO,Cisco Systems Inc,3125,648000,M,3,B,30.67,100
2116,CSX,CSX Corp,2126,451000,M,2,B,47.48,0
2117,CTRP,Ctrip.Com International Ltd,1127,204000,M,1,B,48.05,0
2118,CTSH,Cognizant Technology Solutions Corp,1128,382000,M,1,B,45.62,0
2119,CTXS,Citrix Systems Inc,3129,994000,M,3,B,71.27,0
2120,DISCA,Discovery Communications Inc,1130,578000,M,1,B,28.16,0
2121,DISCK,Discovery Communications Inc,2231,452000,M,2,S,27.57,50
2122,DISH,DISH Network Corp,2132,104000,M,2,B,61.32,0
2123,DLTR,Dollar Tree Inc,2133,139000,M,2,B,76.49,50
2124,EA,Electronic Arts,1234,413000,M,1,S,83.15,0
2125,EBAY,eBay Inc,2135,387000,M,2,B,32.21,0
2126,ESRX,Express Scripts Holding Co,2136,307000,M,2,B,69.09,100
2127,EXPE,Expedia Inc,2137,387000,M,2,B,120.86,50
2128,FAST,Fastenal Co,2138,762000,M,2,B,49.7,0
2129,FB,Facebook,3139,522000,M,3,B,133.37,0
2130,FISV,Fiserv Inc,2140,827000,M,2,B,105.26,0
2131,FOX,21st Century Fox Class B,3141,112000,M,3,B,24.45,0
2132,FOXA,21st Century Fox Class A,2242,472000,M,2,S,23.94,50
2133,GILD,Gilead Sciences Inc,1143,550000,M,1,B,72.87,0
2134,GOOG,Alphabet Class C,2244,795000,M,2,S,795.91,0
2135,GOOGL,Alphabet Class A,2145,771000,M,2,B,816.16,50
2136,HSIC,Henry Schein Inc,3146,937000,M,3,B,159.86,0
2137,ILMN,Illumina Inc,1247,442000,M,1,S,161.84,50
2138,INCY,Incyte Corp,2248,914000,M,2,S,134.56,100
2139,INTC,Intel Corp,2249,242000,M,2,S,36.44,0
2140,INTU,Intuit Inc,1150,422000,M,1,B,117.6,50
2141,ISRG,Intuitive Surgical Inc,2151,124000,M,2,B,695.74,0
2142,AAL,American Airlines Group Inc,2101,725000,M,2,B,44.18,100
2143,AAPL,Apple Inc,3202,805000,M,3,S,129.17,0
2144,ADBE,Adobe Systems Inc,1103,231000,M,1,B,109.94,0
2145,ADI,Analog Devices Inc,1104,432000,M,1,B,73.18,100
2146,ADP,Automatic Data Processing Inc,2105,463000,M,2,B,104.3,0
2147,ADSK,Autodesk Inc,2106,402000,M,2,B,81.17,0
2148,AKAM,Akamai Technologies Inc,1207,345000,M,1,S,68.84,0
2149,ALXN,Alexion Pharmaceuticals Inc,2108,175000,M,2,B,132.26,0
2150,AMAT,Applied Materials Inc,3109,173000,M,3,B,31.51,0
2151,AMGN,Amgen Inc,1210,959000,M,1,S,160.17,0
2152,AMZN,Amazon.com Inc,3211,951000,M,3,S,832.39,0
2153,ATVI,Activision Blizzard Inc,1212,241000,M,1,S,40.62,50
2154,AVGO,Broadcom Ltd,2113,293000,M,2,B,203.66,0
2155,BBBY,Bed Bath & Beyond Inc,2214,963000,M,2,S,40.1,0
2156,BIDU,Baidu Inc,1115,603000,M,1,B,173.75,0
2157,BIIB,Biogen Inc,1116,202000,M,1,B,281.87,0
2158,BMRN,Biomarin Pharmaceutical Inc,2117,903000,M,2,B,88.87,0
2159,CA,CA Inc,2218,215000,M,2,S,31.1,0
2160,CELG,Celgene Corp,2119,764000,M,2,B,117.2,0
2161,CERN,Cerner Corp,1120,277000,M,1,B,53.83,100
2162,CHKP,Check Point Software Technologies Ltd,3221,852000,M,3,S,98.21,0
2163,CHTR,Charter Communications Inc,1122,147000,M,1,B,326.98,0
2164,CMCSA,Comcast Corp,1223,996000,M,1,S,75.83,0
2165,COST,Costco Wholesale Corp,1224,116000,M,1,S,165.51,0
2166,CSCO,Cisco Systems Inc,2225,729000,M,2,S,37.72,0
2167,CSX,CSX Corp,2226,905000,M,2,S,47.47,0
2168,CTRP,Ctrip.Com International Ltd,2227,613000,M,2,S,43.27,100
2169,CTSH,Cognizant Technology Solutions Corp,3228,666000,M,3,S,52.72,0
2170,CTXS,Citrix Systems Inc,3229,271000,M,3,S,71.33,50
2171,DISCA,Discovery Communications Inc,2230,566000,M,2,S,28.34,50
2172,DISCK,Discovery Communications Inc,2131,840000,M,2,B,26.92,0
2173,DISH,DISH Network Corp,1232,387000,M,1,S,61.46,0
2174,DLTR,Dollar Tree Inc,2233,337000,M,2,S,72.07,0
2175,EA,Electronic Arts,3234,265000,M,3,S,83.22,0
2176,EBAY,eBay Inc,2135,731000,M,2,B,32.22,0
2177,ESRX,Express Scripts Holding Co,1136,890000,M,1,B,71.04,100
2178,EXPE,Expedia Inc,1237,467000,M,1,S,118.05,0
2179,FAST,Fastenal Co,3138,991000,M,3,B,49.74,0
2180,FB,Facebook,2239,779000,M,2,S,133.43,50
2181,FISV,Fiserv Inc,3240,344000,M,3,S,105.29,0
2182,FOX,21st Century Fox Class B,2241,498000,M,2,S,31.54,0
2183,FOXA,21st Century Fox Class A,1242,909000,M,1,S,27.93,0
2184,GILD,Gilead Sciences Inc,3243,454000,M,3,S,73.03,0
2185,GOOG,Alphabet Class C,2144,275000,M,2,B,795.83,0
2186,GOOGL,Alphabet Class A,1145,367000,M,1,B,815.64,0
2187,HSIC,Henry Schein Inc,3146,536000,M,3,B,159.83,0
2188,ILMN,Illumina Inc,1147,368000,M,1,B,162.82,0
2189,INCY,Incyte Corp,1248,918000,M,1,S,134.66,0
2190,INTC,Intel Corp,2149,462000,M,2,B,36.25,0
2191,INTU,Intuit Inc,3250,226000,M,3,S,121.3,100
2192,ISRG,Intuitive Surgical Inc,3251,643000,M,3,S,697.22,0
2193,AAL,American Airlines Group Inc,3201,318000,M,3,S,37.37,100
2194,AAPL,Apple Inc,3102,820000,M,3,B,129.1,0
2195,ADBE,Adobe Systems Inc,1203,900000,M,1,S,113.55,0
2196,ADI,Analog Devices Inc,2104,127000,M,2,B,73.22,0
2197,ADP,Automatic Data Processing Inc,3205,856000,M,3,S,95.48,0
2198,ADSK,Autodesk Inc,1206,929000,M,1,S,81.2,50
2199,AKAM,Akamai Technologies Inc,1207,771000,M,1,S,69.02,0
2200,ALXN,Alexion Pharmaceuticals Inc,2208,892000,M,2,S,132.29,0
2201,AMAT,Applied Materials Inc,1209,566000,M,1,S,35.12,100
2202,AMGN,Amgen Inc,2210,587000,M,2,S,159.59,0
2203,AMZN,Amazon.com Inc,2111,532000,M,2,B,832.25,50
2204,ATVI,Activision Blizzard Inc,3112,555000,M,3,B,35.99,0
2205,AVGO,Broadcom Ltd,2213,938000,M,2,S,203.89,0
2206,BBBY,Bed Bath & Beyond Inc,2214,981000,M,2,S,40.06,100
2207,BIDU,Baidu Inc,1115,756000,M,1,B,173.8,0
2208,BIIB,Biogen Inc,3216,356000,M,3,S,282.07,0
2209,BMRN,Biomarin Pharmaceutical Inc,2117,405000,M,2,B,88.85,50
2210,CA,CA Inc,2218,916000,M,2,S,31.2,0
2211,CELG,Celgene Corp,3219,145000,M,3,S,117.27,0
2212,CERN,Cerner Corp,3220,416000,M,3,S,61.87,0
2213,CHKP,Check Point Software Technologies Ltd,3121,968000,M,3,B,98.09,0
2214,CHTR,Charter Communications Inc,1122,506000,M,1,B,326.98,0
2215,CMCSA,Comcast Corp,1223,505000,M,1,S,75.9,100
2216,COST,Costco Wholesale Corp,2224,227000,M,2,S,162.06,0
2217,CSCO,Cisco Systems Inc,2225,145000,M,2,S,30.83,0
2218,CSX,CSX Corp,2226,981000,M,2,S,47.53,0
2219,CTRP,Ctrip.Com International Ltd,2127,628000,M,2,B,53.11,0
2220,CTSH,Cognizant Technology Solutions Corp,3228,720000,M,3,S,52.74,0
2221,CTXS,Citrix Systems Inc,2229,977000,M,2,S,67.92,0
2222,DISCA,Discovery Communications Inc,2230,714000,M,2,S,32.74,50
2223,DISCK,Discovery Communications Inc,1131,380000,M,1,B,27.42,0
2224,DISH,DISH Network Corp,1132,765000,M,1,B,61.33,0
2225,DLTR,Dollar Tree Inc,2233,754000,M,2,S,76.51,0
2226,EA,Electronic Arts,3134,645000,M,3,B,83.15,0
2227,EBAY,eBay Inc,1235,864000,M,1,S,32.31,50
2228,ESRX,Express Scripts Holding Co,2136,829000,M,2,B,71.0,0
2229,EXPE,Expedia Inc,1137,824000,M,1,B,120.91,0
2230,FAST,Fastenal Co,1138,203000,M,1,B,49.73,0
2231,FB,Facebook,3139,261000,M,3,B,133.39,0
2232,FISV,Fiserv Inc,1240,701000,M,1,S,105.42,0
2233,FOX,21st Century Fox Class B,3141,748000,M,3,B,31.43,0
2234,FOXA,21st Century Fox Class A,1142,946000,M,1,B,31.87,0
2235,GILD,Gilead Sciences Inc,2243,437000,M,2,S,72.98,0
2236,GOOG,Alphabet Class C,3144,836000,M,3,B,795.84,0
2237,GOOGL,Alphabet Class A,1245,943000,M,1,S,815.17,0
2238,HSIC,Henry Schein Inc,3146,470000,M,3,B,159.87,0
2239,ILMN,Illumina Inc,1247,902000,M,1,S,161.88,100
2240,INCY,Incyte Corp,3148,553000,M,3,B,124.49,0
2241,INTC,Intel Corp,2249,502000,M,2,S,36.38,0
2242,INTU,Intuit Inc,3250,542000,M,3,S,124.84,100
2243,ISRG,Intuitive Surgical Inc,3151,956000,M,3,B,697.27,0
2244,AAL,American Airlines Group Inc,2101,815000,M,2,B,37.18,50
2245,AAPL,Apple Inc,2202,354000,M,2,S,129.14,0
2246,ADBE,Adobe Systems Inc,3103,899000,M,3,B,113.42,0
2247,ADI,Analog Devices Inc,1104,193000,M,1,B,76.25,0
2248,ADP,Automatic Data Processing Inc,3105,638000,M,3,B,95.29,0
2249,ADSK,Autodesk Inc,2106,739000,M,2,B,81.11,50
2250,AKAM,Akamai Technologies Inc,3207,475000,M,3,S,69.05,0
2251,ALXN,Alexion Pharmaceuticals Inc,3208,442000,M,3,S,132.46,0
2252,AMAT,Applied Materials Inc,2209,657000,M,2,S,28.2,0
2253,AMGN,Amgen Inc,3110,721000,M,3,B,159.54,0
2254,AMZN,Amazon.com Inc,2211,234000,M,2,S,829.28,0
2255,ATVI,Activision Blizzard Inc,3212,501000,M,3,S,40.57,0
2256,AVGO,Broadcom Ltd,3213,799000,M,3,S,203.78,50
2257,BBBY,Bed Bath & Beyond Inc,2114,452000,M,2,B,41.96,50
2258,BIDU,Baidu Inc,2115,960000,M,2,B,173.83,0
2259,BIIB,Biogen Inc,3116,429000,M,3,B,281.87,50
2260,BMRN,Biomarin Pharmaceutical Inc,2117,441000,M,2,B,88.86,0
2261,CA,CA Inc,2218,205000,M,2,S,31.25,50
2262,CELG,Celgene Corp,3119,742000,M,3,B,117.27,0
2263,CERN,Cerner Corp,1220,703000,M,1,S,53.97,0
2264,CHKP,Check Point Software Technologies Ltd,1221,771000,M,1,S,98.28,0
2265,CHTR,Charter Communications Inc,2222,199000,M,2,S,326.97,0
2266,CMCSA,Comcast Corp,1223,823000,M,1,S,81.88,0
2267,COST,Costco Wholesale Corp,1124,908000,M,1,B,161.93,0
2268,CSCO,Cisco Systems Inc,3225,697000,M,3,S,30.72,0
2269,CSX,CSX Corp,2226,721000,M,2,S,47.56,50
2270,CTRP,Ctrip.Com International Ltd,1127,944000,M,1,B,43.09,0
2271,CTSH,Cognizant Technology Solutions Corp,3128,843000,M,3,B,52.72,0
2272,CTXS,Citrix Systems Inc,2229,875000,M,2,S,71.32,100
